company_name,industry
Klasner Solomon & Partners LLP,Accounting & Advisory
Klasner Solomon and Partners LLP,Accounting & Advisory
Klass Capital,Venture Capital and Private Equity
KLCA Chartered Accountants,Accounting & Advisory
KLCA CHARTERED PROFESSIONAL ACCOUNTANTS,Accounting & Advisory
Klick,Advertising Services
K-Line Group of Companies,Utilities
Klingbaum Barkin Professional Corporation,Accounting & Advisory
KM Professional Services,Accounting & Advisory
kmb,Accounting & Advisory
KMH Cardiology Centres Inc.,Hospitals and Health Care
KMK & Associates LLP,Accounting & Advisory
KMX Technologies,Renewable Energy Semiconductor Manufacturing
KNAV Canada,Renewable Energy Semiconductor Manufacturing
Knee & Spine Laser Center,"Health, Wellness and Fitness"
Knightsbridge Foreign Exchange Inc.,Financial Services
Knightsbridge Human Capital Solutions,Staffing and Recruiting
Granite Real Estate Investment Trust (TSX: GRT.UN / NYSE: GRP.UN),Real Estate
Knit People,Human Resources
Knixwear,Retail Apparel and Fashion
KNN Financial Corporation,Financial Services
Knoldus Inc,Retail Apparel and Fashion
Knoll,Furniture and Home Furnishings Manufacturing
Knowbility Consultancy,Business Consulting and Services
Knowledge Engineers Inc,Software Development
Knowledge First Financial,Financial Services
Koch Global Business Services,Business Consulting and Services
Koch Industries,Oil and Gas
Granite REIT,Real Estate
Koff & Associates,Financial Services
Kognitiv Corporation,Advertising Services
Kognitive Marketing,Advertising Services
GraniteFuel Engineering,Real Estate
Komatsu Mining,Mining & Metals
Komatsu Mining Corp,Mining & Metals
Komatsu Mining Corp.,Mining & Metals
Grant Cardone Enterprises,Real Estate
Grant Cardone Licensee Program,Real Estate
Konica Minolta,IT Services and IT Consulting
Konica Minolta Business Solutions Canada,IT Services and IT Consulting
Konka Soft Inc.,Consumer Goods
Konstant,Consumer Goods
Koppert Biological Systems,Farming
Kora,Financial Services
KORE Wireless,Telecommunications
Korean Canadian Cultural Association of Metropolitan Toronto,Non-profit Organizations
Korn Ferry,Staffing & Recruiting
Koroll & Company CPA Professional Corporation,Accounting & Advisory
Koru,Venture Capital and Private Equity
Koru Distribution,Wholesale
Koster Spinks Koster LLP,Accounting & Advisory
"Koster, Spinks & Koster LLP",Accounting & Advisory
Kotak Life,Insurance
Kotak Mahindra Bank,Banking
Kotak Securities,Banking
Graywood Developments,Real Estate
Kotn,Retail Apparel and Fashion
Kovalenko CPA Professional Corporation,Accounting & Advisory
KPMB Architects,Architecture and Planning
KPMG,Accounting & Advisory
KPMG Canada,Accounting & Advisory
KPMG China,Accounting & Advisory
KPMG Corporate Finance Inc.,Accounting & Advisory
KPMG Corporate Finance LLC,Accounting & Advisory
KPMG Enterprise,Accounting & Advisory
KPMG Gibraltar,Accounting & Advisory
KPMG Global Services (KGS),Accounting & Advisory
KPMG in Barbados and the Eastern Caribbean,Accounting & Advisory
KPMG in Bermuda,Accounting & Advisory
KPMG in Jamaica,Accounting & Advisory
KPMG In Pakistan,Accounting & Advisory
KPMG in the Cayman Islands,Accounting & Advisory
KPMG India,Accounting & Advisory
KPMG Ireland,Accounting & Advisory
KPMG Law LLP,Accounting & Advisory
KPMG LLP,Accounting & Advisory
KPMG Lower Gulf,Accounting & Advisory
KPMG Mauritius,Accounting & Advisory
KPMG Nederland,Accounting & Advisory
KPMG Nigeria,Accounting & Advisory
KPMG Professional services,Accounting & Advisory
KPMG Russia,Accounting & Advisory
KPMG Saudi Arabia,Accounting & Advisory
KPMG South Africa,Accounting & Advisory
KPMG Toronto,Accounting & Advisory
KPMG US,Accounting & Advisory
Kraft Berger LLP Chartered Professional Accountants,Accounting & Advisory
Kraft Foods,Food and Beverage Manufacturing
Kraft Foods Group,Food and Beverage Manufacturing
Kraun Electric Inc.,"Appliances, Electrical, and Electronics Manufacturing"
Kraus Flooring,Wholesale Building Materials
Greenland Group Canada,Real Estate
Greenpark Group,Real Estate
Greenpark Group of Companies,Real Estate
Kreston GTA,Accounting & Advisory
Kreston Ukraine,Accounting & Advisory
Kretek International,Tobacco Manufacturing
"Kriens ~ LaRose, LLP Chartered Accountants",Accounting & Advisory
Kriens-LaRose LLP,Accounting & Advisory
Krigstin & Xu LLP,Accounting & Advisory
Krish Mortgage Group,Accounting & Advisory
Krishna Persaud CPA Professional Corporation,Accounting & Advisory
Krishnan & Sullivan LLP,Accounting & Advisory
Krispy Kreme,Restaurants
Krisro Metal Industries,Manufacturing
Krissilas Group Inc.,Information Technology and Services
Kristofoam Industries Inc.,Manufacturing
Kroll,Business Consulting and Services
Kroman Capital Advisory,Business Consulting and Services
KRP,Accounting & Advisory
KRP LLP,Accounting & Advisory
Kruger Inc.,Paper and Forest Product Manufacturing
Kruger Products L.P.,Paper and Forest Product Manufacturing
"Krypt, Inc.",IT Services and IT Consulting
KSL LAW,Legal Services
KSS Group of Companies Inc.,Venture Capital and Private Equity
KSSP Partners LLP,Accounting & Advisory
KSV Advisory Inc.,Accounting & Advisory
KT Partners LLP,Accounting & Advisory
KTI Limited,Utilities
Kubota Canada,Machinery
Kuehne + Nagel,Truck Transportation
Kuehne+Nagel,Truck Transportation
Greenpark Homes,Real Estate
Kulvir Tax,Accounting & Advisory
Kumon Canada Inc,Primary and Secondary Education
"Kumon Canada, Inc.",Primary and Secondary Education
KunÃ¢â‚¬â„¢s Van lines Inc.,Accounting & Advisory
Kunjar Sharma & Associates Inc.,Legal Services
Kurt Hanoomansingh CPA CGA PMP,Accounting & Advisory
Kushwah Accounting,Accounting & Advisory
Kuu Sushi,Food and Beverage Services
KUUS Inc,Sporting Goods Manufacturing
Kuwait Energy,Oil and Gas
KVB Global Capital,Financial Services
KW Countertop / Postform Ltd.,Accounting & Advisory
Kyndryl,IT Services and IT Consulting
L & L LLP Chartered Professional Accountants,Accounting & Advisory
L&K Viet Thai Enterprieses,Accounting & Advisory
L&T Financial Services,Financial Services
L. G. Professional corp,Accounting & Advisory
L2TMedia,Advertising Services
L3Harris Technologies,Defense and Space Manufacturing
La Citadelle International Academy of Arts & Science,Non-profit Organizations
LA Clippers,Entertainment Providers
La Cubana,Entertainment Providers
LA Fitness,Wellness and Fitness Services
La Fondation canadienne du rein,Non-profit Organizations
La Fromagerie,Restaurants
la mer,Accounting & Advisory
La Rocca Creative Cakes,Food and Beverage Manufacturing
La Ropa Textiles,Consumer Goods
La Vie Nails and Spa,"Health, Wellness and Fitness"
Lâ€™OCCITANE Group,Personal Care Product Manufacturing
Labatt Breweries of Canada,Food and Beverage Manufacturing
LABORIE,Information Technology and Services
Laborie Medical Technologies,Information Technology and Services
Labrador Uranium,Mining
Lacasa Nail and Spa,"Health, Wellness and Fitness"
Lactalis Canada,Food and Beverage Manufacturing
Greenrock Real Estate Advisors,Real Estate
Greenwin Corp.,Real Estate
Greenwin Inc.,Real Estate
Greyspring Apartments,Real Estate
LAH Group of Companies,Non-profit Organizations
Lakderana investments ltd,Investment Management
Lakehead University,Higher Education
Groupe Brivia,Real Estate
Lakeridge Health,Hospitals and Health Care
Lakeshore Corporate Advisory Inc.,Accounting & Advisory
Lakeshore Corporate Consulting WLL,Accounting & Advisory
Lakeside Process Controls,Industrial Machinery Manufacturing
Lakeside Produce,Industrial Machinery Manufacturing
LAKING TOYOTA,Automotive
Laline,Automotive
GWL Realty Advisor - Vertica Resident Services,Real Estate
Lambert Oil (1986) Ltd.,Oil and Gas
Lambton College,Higher Education
Laminam - North America,Automotive
Landmark Home Solutions,Wholesale Building Materials
GWL Realty Advisors,Real Estate
H&R Developments,Real Estate
Lanescape.ca,"Transportation, Logistics and Storage"
Lang School of Business and Economics - University of Guelph,Higher Education
Lang Students' Association,Higher Education
Langar Seva Toronto,Food and Beverage Services
Langham Hall,Food and Beverage Services
Langham Hospitality Group,Hospitality
Lannick,Staffing and Recruiting
Lannick Group of Companies,Staffing and Recruiting
Lannick Recruitment,Staffing and Recruiting
Lanno Torelli LLP,Accounting & Advisory
Lantana,Consumer Goods
H&R REIT,Real Estate
Larco Hospitality,Hospitality
Larco Investments Ltd.,Hospitality
Large Logistics Company,Logistics and Supply Chain
Largo Resources Ltd.,Mining & Metals
Harbour Equity Capital Corp.,Real Estate
Larsen & Toubro Infotech,IT Services and IT Consulting
LaRue Entertainment,Entertainment Providers
Lasalle Court Dentistry,Medical Practices
Laser Clinics Canada,Hospitals and Health Care
HarbourVest Partners,Real Estate
Lastmanâ€™s badboy head office,Retail
Lastman's Bad Boy,Retail
LASTXX Apparel,Retail Apparel and Fashion
LatentView Analytics,Consumer Goods
Latvian CCC,Telecommunications
LaunchLife International Inc.,Higher Education
Laura,Accounting & Advisory
Laura Bedal Accounting Solutions,Accounting & Advisory
Laura-Lee Lefebvre Consulting,Human Resources
Laurentian Bank,Banking
Laurentian Bank Financial Group,Banking
Laurentian Bank of Canada,Banking
Laurentian Bank Securities,Financial Services
Laurentian chrysler,Automotive
Laurentian University/UniversitÃ© Laurentienne,Higher Education
Laurier Chinese International Student Association,Higher Education
Laurier Consulting Club,Business Consulting and Services
Laurin & Company,Accounting & Advisory
Laurus Investment Counsel,Investment Management
Lavelle,Food and Beverage Services
Law Firm with 20 lawyers,Legal Services
Law Society of Ontario,Non-profit Organizations
Law Society of UTSC,Non-profit Organizations
Lawrence & Brothers,Accounting & Advisory
Lawrence Grant LLP,Accounting & Advisory
Lawrence Park Asset Management,Investment Management
Lawrie Insurance Group,Insurance
Laxmi House of spices canada Inc,Food and Beverage Services
Laxmi House of spices Canada Inc.,Food and Beverage Services
Lazaridis School of Business & Economics at Wilfrid Laurier University,Higher Education
Lazaridis Students' Society,Non-profit Organizations
LB Chartered Professionals,Accounting & Advisory
LBC Capital Inc.,Financial Services
LBC Tech,Financial Services
LCBO,Retail
Harhay Developments,Real Estate
LDIC Inc,Investment Management
Le Club Child Care Program,Education Administration Programs
LEA Group,Education Administration Programs
League,IT Services and IT Consulting
LEAP Brand Consulting,Marketing
Learning Jungle,Child Day Care Services
Leasebusters.com,Financial Services
Leaside Skating Club,"Health, Wellness and Fitness"
Leather Living Furniture Inc,Retail
Leave of Absence,Accounting
Lebanese Embassy in Bahrain,Government Administration
Hazelview Investments,Real Estate
Hazelview Properties,Real Estate
Highyon Realty Inc.,Real Estate
Hines,Real Estate
Ledgers Canada,Accounting & Advisory
Ledn,Financial Services
Lee & Souter LLP,Accounting & Advisory
Lee Hecht Harrison Knightsbridge,Staffing and Recruiting
Legacy Private Trust,Financial Services
Legacy Supply Chain,Truck Transportation
LEGACY Supply Chain Services,Truck Transportation
Legal Aid Ontario,Legal Services
Legend3D,Entertainment Providers
Leggat Auto Group,Automotive
Leggett and Platt,Furniture and Home Furnishings Manufacturing
Legrand Canada,"Appliances, Electrical, and Electronics Manufacturing"
Leland Industries Inc,Manufacturing
Lenczner Slaght,Legal Services
LendCare,Financial Services
Lending Line Capital,Financial Services
Leo Burnett,Advertising Services
"Leonard J. Szymanski, CPA, Professional Corporation",Accounting & Advisory
Leonardo Worldwide Corporation,Advertising Services
Leon's Furniture,Retail
LES GOURMETS BIS,Restaurants
LESSO India,Restaurants
Letourneau Hindo Professional Corporation,Accounting & Advisory
Leung and Company,Accounting & Advisory
Hollyburn Properties Limited,Real Estate
Levelwear,Retail Apparel and Fashion
Levelwear Inc. -Accolade Group Inc.,Retail Apparel and Fashion
Lever,Information Technology and Services
Leverage Strategic Solutions,Information Technology and Services
Levi Logistics,Truck Transportation
Levitt-Safety Limited,Manufacturing
Levy Tsotsis Attorneys,Legal Services
"Levy Zavet PC, Lawyers",Legal Services
Hollywood Suite Inc.,Real Estate
LexisNexis,IT Services and IT Consulting
Leyton,Business Consulting and Services
LFIN Consultancy - F.Z.E,Financial Services
LG Electronics,Computers and Electronics Manufacturing
LG Mediation & Arbitration Services Inc.,Legal Services
LG Partners LLP Chartered Professional Accoutants,Accounting & Advisory
LGC Standards,Accounting & Advisory
Homelife CultureLink Realty Inc.,Real Estate
LH Solar Inc.,Renewable Energy Semiconductor Manufacturing
LHH,Staffing and Recruiting
Homelife G1 Realty Inc. Brokerage,Real Estate
"Li Yang Insurance Agency, State Farm 60-2610 Agency",Insurance
Liberty,Utilities
HomeLife Galaxy Real Estate Ltd. Brokerage,Real Estate
Liberty Entertainment Group,Entertainment Providers
Liberty Power,Utilities
Liberty Security,Security and Investigations
Liberty Tax,Accounting & Advisory
Liberty Tax Canada,Accounting & Advisory
Liberty Tax Service,Accounting & Advisory
Liberty Utilities,Utilities
LIC,Insurance
Li-Cycle,Renewable Energy Semiconductor Manufacturing
Li-Cycle Corp.,Renewable Energy Semiconductor Manufacturing
Lida Baday Ltd,Consumer Goods
Lida Kowal Professional Corporation,Accounting & Advisory
Life House,Hospitality
Life labs,Hospitals and Health Care
Lifeist,Hospitality
LifeLabs Medical Laboratory Services,Hospitals and Health Care
LifeLearn Animal Health,Veterinary Services
Lifeline,Medical Equipment Manufacturing
Lifemark Health Group,Wellness and Fitness Services
LifeSpeak Inc.,Wellness and Fitness Services
"HomeLife Landmark Realty Inc., Brokerage",Real Estate
"Homelife Silvercity Realty Inc., Brokerage",Real Estate
Lifetimes Living Inc.,Hospitality
LifeWorks,Human Resources Services
LifeWorks (formerly Morneau Shepell),Human Resources Services
LifeWorks Wellbeing Solutions,Human Resources Services
Lift & Co.,Cannabis
LIFT Staffing & Certified,Staffing and Recruiting
Liftek,
"Ligare Group of Cos (Listed Fortis Group Co)  World's leading private jets, airports and MRO company",Airlines and Aviation
Homestar Canada Inc,Real Estate
LightBox,IT Services and IT Consulting
Lightspeed Commerce,Software Development
Lightspeed HQ,Software Development
Likewize,Insurance
Lime,Internet Publishing
Limelight Software,Software Development
Hopewell Development,Real Estate
Linamar,Motor Vehicle Manufacturing
Linamar Corporation,Motor Vehicle Manufacturing
Linbrook Capital,Financial Services
